t,fund_prevalence,exit_rate,punish_rate,enforcer_punish_share_step,sigma,pi_reward,base_opp,exit_threshold,seed,regime,regime_column
0,0.0085714285714285,0.0,0.0,0.0,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
1,0.0085714285714285,0.0,0.0257142857142857,1.0,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
2,0.0114285714285714,0.0,0.0114285714285714,0.75,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
3,0.0114285714285714,0.0,0.02,0.8571428571428571,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
4,0.0114285714285714,0.0,0.0228571428571428,0.75,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
5,0.0114285714285714,0.0,0.0171428571428571,1.0,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
6,0.0114285714285714,0.0,0.0342857142857142,0.9166666666666666,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
7,0.0142857142857142,0.0,0.0285714285714285,0.9,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
8,0.0228571428571428,0.0,0.0628571428571428,1.0,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
9,0.0228571428571428,0.0,0.0485714285714285,0.8888888888888888,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
10,0.0228571428571428,0.0,0.04,0.9333333333333332,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
11,0.0257142857142857,0.0,0.0514285714285714,0.9473684210526316,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
12,0.0257142857142857,0.0,0.0428571428571428,0.9375,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
13,0.0257142857142857,0.0,0.0371428571428571,0.9375,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
14,0.0285714285714285,0.0,0.0628571428571428,0.9583333333333334,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
15,0.0285714285714285,0.0,0.04,0.9285714285714286,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
16,0.0285714285714285,0.0,0.0628571428571428,0.96,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
17,0.0285714285714285,0.0,0.06,1.0,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
18,0.0285714285714285,0.0,0.0514285714285714,0.8888888888888888,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
19,0.0314285714285714,0.0,0.0485714285714285,0.9411764705882352,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
20,0.0342857142857142,0.0,0.0428571428571428,0.9333333333333332,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
21,0.0371428571428571,0.0,0.0828571428571428,1.0,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
22,0.0428571428571428,0.0,0.0628571428571428,0.92,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
23,0.0428571428571428,0.0,0.0514285714285714,1.0,0.75,0.05,1.5,-1.0,1,MIXED,regime_hier
